"Data Source:","http://breachlevelindex.com/#!breach-database","Retrieved February 23, 2015",,,,,,
1765,"7 Eleven",01/15/15,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1766,"Tesco Express ATM",01/15/15,"Unknown","United Kingdom","Financial","Malicious Outsider","Financial Access",2.1
1767,"Marriott in California",01/12/15,"Unknown","United States","Other","Malicious Outsider","Financial Access",2.1
1768,"St. Francis Police",01/05/15,"Unknown","United States","Government","Malicious Insider","Identity Theft",2.1
1769,"Bitstamp",01/05/15,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1770,"First Source call centre",01/05/15,"Unknown","United Kingdom","Other","Malicious Insider","Identity Theft",2.1
1771,"HSBC Bank",01/01/15,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1772,"Grand Ledge Gas Station",01/01/15,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1773,"Chick-fil-A (CFA Properties)",12/30/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1774,"Dunwoody Bank ATM",12/30/14,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1775,"Dunwoody Bank, Sun Trust Bank",12/29/14,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1776,"Circle K, Gas Station",12/23/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1777,"One Stop Parking",12/23/14,"Unknown","United States","Other","Malicious Outsider","Financial Access",2.1
1778,"Altamonte Mall ATM",12/23/14,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1779,"Custom Accessories, Bolder Image",12/20/14,"Unknown","United States","Other","Malicious Outsider","Financial Access",2.1
1780,"Museum Store, Levee Mercantile (Jefferson National Parks Association)",12/17/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1781,"Park-n-Fly",12/16/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1782,"Israeli Army",12/14/14,"Unknown","Israel","Government","State Sponsored","Existential Data",2.1
1783,"Bank of Ireland",12/12/14,"Unknown","United Kingdom","Financial","Malicious Outsider","Financial Access",2.1
1784,"Russian Interior Ministry",12/12/14,"Unknown","Russia","Government","State Sponsored","Existential Data",2.1
1785,"CashZone",12/09/14,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1786,"Catholic Social Services",12/08/14,"Unknown","United States","Government","Malicious Insider","Identity Theft",2.1
1787,"DutchWear, Boersma Bros, Shop.dutchbros.com",12/06/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1788,"University of Limerick",12/04/14,7,"Ireland","Education","Accidental Loss","Identity Theft",2.1
1789,"La Jolla Group",12/03/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1790,"Art of Tea",12/03/14,"Unknown","United States","Other","Malicious Outsider","Financial Access",2.1
1791,"Bebe",11/28/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1792,"Professional Medical Home Health",11/26/14,"Unknown","United States","Healthcare","Malicious Insider","Identity Theft",2.1
1793,"Arlington Police Department",11/24/14,"Unknown","United States","Government","Malicious Insider","Identity Theft",2.1
1794,"Australian Banks",11/20/14,"Unknown","Australia","Financial","Malicious Outsider","Financial Access",2.1
1795,"API Group",11/17/14,32,"United States","Other","Accidental Loss","Identity Theft",2.1
1796,"NatWest cash machine in Hilton",11/13/14,"Unknown","United Kingdom","Other","Malicious Outsider","Financial Access",2.1
1797,"FirstBank VI, Banco Popular, Scotia Bank",11/12/14,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1798,"Parkland Hospital",11/08/14,"Unknown","United States","Healthcare","Malicious Insider","Identity Theft",2.1
1799,"Sunoco stations in Brooklyn",11/06/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1800,"Simms Fishing Products",11/06/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1801,"PNC Bank",11/04/14,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1802,"Maryland counties Bank",11/04/14,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1803,"SP+, Central Parking, Standard Parking",11/03/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1804,"Southwestern Regional Gas Station",11/02/14,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1805,"E-conolight",11/01/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1806,"Newcastle Permanent and Greater Building Society automatic teller machines",11/01/14,"Unknown","Australia","Financial","Malicious Outsider","Financial Access",2.1
1807,"Florida Department of Health, Orange County",10/31/14,"Unknown","United States","Healthcare","Malicious Insider","Identity Theft",2.1
1808,"Capital One",10/31/14,"Unknown","United States","Financial","Malicious Insider","Identity Theft",2.1
1809,"Tarheel Takeout",10/29/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1810,"Lokai Holdings, Mylokai",10/28/14,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1811,"Sun Trust Bank",10/28/14,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1812,"Mona Lisa Italian Restaurant",10/28/14,"Unknown","United States","Other","Malicious Outsider","Financial Access",2.1
1813,"Banks, Brokerage firms, Payroll processing companies and Government Agencies",10/28/14,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1814,"Judicial Investigation Department",10/24/14,"Unknown","Costa Rica","Government","Malicious Insider","Identity Theft",2.1
1815,"Duluth Pack",10/24/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1816,"EZ Prints",10/23/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1817,"Monroe County gas station",10/21/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1818,"Calypso St. Barth",10/21/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1819,"Backcountry Gear",10/17/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1820,"One Love Organics",10/15/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1821,"c3controls",10/09/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1822,"Staten Island Bank",10/09/14,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1823,"Halifax hospital",10/09/14,"Unknown","Canada","Healthcare","Malicious Insider","Identity Theft",2.1
1824,"Barbecue Renew",10/07/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1825,"BreyerHorses (Reeves International)",10/06/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1826,"Lloyd's bank",10/03/14,"Unknown","United Kingdom","Financial","Malicious Outsider","Financial Access",2.1
1827,"DEA Government",10/03/14,"Unknown","United States","Government","Malicious Insider","Identity Theft",2.1
1828,"Union Station parking",10/03/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1829,"GovMint",10/02/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1830,"Ardrossan Police",09/29/14,"Unknown","United Kingdom","Government","Malicious Insider","Identity Theft",2.1
1831,"Sandy Spring Bank",09/27/14,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1832,"Charge Anywhere",09/24/14,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1833,"Holiday Motel",09/22/14,"Unknown","United States","Other","Malicious Outsider","Financial Access",2.1
1834,"TD Bank",09/22/14,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1835,"Six Red Marbles",09/18/14,"Unknown","United States","Government","Malicious Insider","Identity Theft",2.1
1836,"Deutsche Telekom, T-Mobile and Netcologne",09/16/14,"Unknown","Germany","Technology","State Sponsored","Existential Data",2.1
1837,"City of Muscatine",09/09/14,"Unknown","United States","Government","Malicious Insider","Identity Theft",2.1
1838,"Beef O' Brady's",09/09/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1839,"HSBC Bank",09/08/14,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1840,"Malaysia Banks",09/08/14,"Unknown","Malaysia","Financial","Malicious Outsider","Financial Access",2.1
1841,"Flinn Scientific",09/08/14,"Unknown","United States","Education","Malicious Outsider","Financial Access",2.1
1842,"Prestige Medical Services and Rehab Center",09/05/14,"Unknown","United States","Healthcare","Malicious Insider","Identity Theft",2.1
1843,"Sea Pines Resort",09/04/14,"Unknown","United States","Other","Malicious Outsider","Financial Access",2.1
1844,"National Committee for Quality Assurance (NCQA)",09/03/14,"Unknown","United States","Healthcare","Malicious Outsider","Financial Access",2.1
1845,"Presidian Hotels & Resorts",09/02/14,"Unknown","United States","Other","Malicious Outsider","Financial Access",2.1
1846,"Advantage Funding Company",09/02/14,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1847,"BayBio",09/01/14,"Unknown","United States","Other","Malicious Outsider","Financial Access",2.1
1848,"Sinclair Institute",08/28/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1849,"Cyberswim",08/28/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1850,"Dairy Queen",08/27/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1851,"Clinton-Peabody Housing Complex",08/20/14,"Unknown","United States","Other","Malicious Insider","Identity Theft",2.1
1852,"Missouri River Drug Task Force Helena",08/07/14,"Unknown","United States","Government","Malicious Insider","Identity Theft",2.1
1853,"Retailers",08/06/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1854,"ClamCase",08/06/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1855,"Oregon City Bank (ATM)",08/03/14,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1856,"Hess, Sunoco, Mobil",08/03/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1857,"Jimmy John's sandwich",07/31/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1858,"Lost Pizza Company",07/30/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1859,"Swiss, Japanese, Austrian, Swedish banks",07/23/14,"Unknown","Swiss","Financial","Malicious Outsider","Financial Access",2.1
1860,"Supermarket Chain Supervalu,Cub Foods, Farm Fresh, Hornbacher's, Shop 'n Save, Shoppers Food & Pharmacy",07/17/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1861,"Shaws",07/17/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1862,"Backcountry Gear",07/17/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1863,"Albertson's LLC and ACME Markets, Jewel-Osco, and Shaw's and Star Market",07/17/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1864,"NHS Orkney",07/15/14,7,"United Kingdom","Healthcare","Accidental Loss","Identity Theft",2.1
1865,"Bank of The West",07/15/14,"Unknown","United States","Financial","Malicious Insider","Identity Theft",2.1
1866,"Wendy's Restaurant",07/14/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1867,"Tampa banks",07/10/14,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1868,"Care Centrix",07/10/14,"Unknown","United States","Healthcare","Malicious Insider","Identity Theft",2.1
1869,"Vibram (Vibramfivefingers.com)",07/07/14,"Unknown","Italy","Retail","Malicious Outsider","Financial Access",2.1
1870,"Homeplus",07/07/14,"Unknown","South Korea","Retail","Malicious Insider","Identity Theft",2.1
1871,"Recreational Equipment (REI)",07/04/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1872,"Chino Latino and Burger Jones",07/03/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1873,"Lasko Group",07/02/14,"Unknown","United States","Retail","Malicious Outsider","Financial Access",2.1
1874,"University of Southern Mississippi",06/25/14,"Unknown","United States","Education","Malicious Insider","Identity Theft",2.1
1875,"DCH Health System",06/16/14,"Unknown","United States","Healthcare","Malicious Insider","Identity Theft",2.1
1876,"BAE Systems",06/16/14,"Unknown","United Kingdom","Technology","Malicious Outsider","Financial Access",2.1
1877,"Chicago Yacht Club",06/15/14,"Unknown","United States","Other","Malicious Outsider","Financial Access",2.1
1878,"TIAA-CREF, TD Ameritrade, Citigroup, E Trade",06/13/14,"Unknown","United States","Financial","Malicious Outsider","Financial Access",2.1
1879,"Dennis East International (DEI), Omeganet",06/13/14,"Unknown","United States","Other","Malicious Outsider","Financial Access",2.1
1880,"Mount Olympus Mortgage",06/08/14,"Unknown","United States","Financial","Malicious Insider","Identity Theft",2.1
